review_score,review_comment_message
4,O produto é bom. Mas o preço é altíssimo...nao é compatível com o benefício
5,Foi ótimo minha compra 
4,Sempre comprei pela lannister.Nunca tive problema. Recomendo.
5,"muito bom ,entregue no prazo. Estou satisfeita!!!"
4,"Paguei o frete porém não foi feita a entrega em minha residência o produto está no correio, sendo que já comprei e foi entregue em minha casa, o problema maior é que os produtos tem volume para retira"
5,"Excelente parceiro o stark tem! Lindo o produto, muito bem embalado e sem nenhum defeito. Recomendo a loja. "
3,"O produto é bom, porém não é na medida certa para Ranger cabine dupla xls 2009.  Para quem tiver esse carro e for exigente, melhor procurar algo específico. Corri o risco, pois o tapete é universal."
3,"Recebi o produto no prazo, gostei muito de compra no site da lannister, só que desta vez o produto veio com defeito e também não gostei do material por isso pedi pra devolver a compra."
5,Produto entregue bem antes do prazo aqui no RJ. Embalagem e tudo OK. Nos veremos em uma nova oportunidade de compra.
5,A entrega foi realizada antes do prazo estipulado na compra. 
4,"atrasou a entrega 1 dia, porem acho que os correios não ajudam, e poderiam contratar uma empresa privada."
1,Não chegou uma das minhas mercadorias e estar contando no site que chegou só que não chegou 
1,Recebi o produto diferente do que comprei
1,"gostaria de um parecer sobre o meu produto me deram prazo de dois dias uteis e até agora não sei do meu produto ,fiz duas ligações até o momento não fui comunicado até o momento do prazo final 23/3/18"
1,"Não recebi o produto completo, aguardo solução."
5,Muito bom eu recomendo
1,O tapete n serve no renegade
1,Eu não recebi o produto.
3,"Entrega muito rápida, porém a qualidade do produto não é muito boa. "
5,"fui bem atendido, é uma empresa séria e profissional  "
1,O prazo de entrega era até o dia 16/02.  Até agora não recebi.
2,"A qualidade não é muito boa, mas o produto chegou antes do prazo apesar de não postarem no sistema o andamento do pedido. "
4,"O único problema que eu tive é que veio uma lente meio frouxa,nada demais."
5,Otimo muito bom
5,"GOSTEI MUITO DESTE PRODUTO, ALÉM DE MUITO BONITO, RESISTENTE E UM EXCELENTE ACABEMENTO, VALEU A PENA "
4,Recomendo
5,"Olá, o Único detalhe é q uma trava veio solta, mas n como n vai interferir em nada n vou devolver! Achei o carrinho bem grande, espaço e parece bem firme! "
5,"Dou parabéns para a entrega 10 dias de antecedência, o prazo era 13 e foi entregue em 3, e recomendo muito o produto, funciona perfeitamente e atendeu minhas necessidades 😁"
5,Produto lindo e de ótima qualidade.
4,"O produto atende para o que foi designado, porem o acabamento dourado arranha com facilidade voltando a cor original."
5,otimo produto
5,Bom.
3,"O produto chegou antes do prazo, mas não veio o produto que eu comprei "
4,"O relógio é menor do que eu esperava, mas desperta alto do jeitinho que eu precisava, só consigo acordar com ele. Chegou antes do prazo, que era de 1 mês. Ele demorou uns 10 dias para chegar. "
5,Ok
5,Produto chegou antes do prazo.Quero parabenizar toda a equipe da loja.recomendo.
1,demora no atendimento.
1,"Produto de baixa qualidade, não protege o computador em nada, é quase como um tecido, muito fino pra proteger o notebook de um eventual impacto, que deveria ser a função do produto."
4,Entrega antes do prazo produto ótimo recomendo!
4,"Os panos de pratos são lindos, só achei um pouco pequeno, mas é de qualidade."
5,Mercadoria diferentes da original
3,meu produto veio errado 
1,"ninguem dar uma explicaçao eu nao seio ok fazer esta muito trasado,"
2,Meu produto nao chegou quero q envim pq vai vim cobrqdo na minha fatura e eu nao vou paga pq nao resbe o produti na minha casa qro q enviei meu pedido
4,"Comprei 2 itens da mesma loja, recebi apenas 1 e foi cobrado 2 fretes"
1,"Demorou demais para chegar, e mesmo tendo pago frete para receber em casa, tive que buscar nos correios, e isso que moro há um quilômetro do mesmo. Pago para ter comodidade e não recebo!!! Sacanagem"
3,"Achei as toalhas muito feias, na foto pareciam brancas mas são gelo e qualidade bastante inferior."
3,recebi no prazo acordado e estou satisfeito com o produto.
1,O produto baixa qualidade comparado com o da propaganda 
5,Muito bom
3,????
1,"O que me incomoda nessa compra é a demora na entrega do produto. Sou cliente lannister a muito tempo e sempre satisfeita com a compra, mas infelizmente, as últimas compras não recebi ."
5,Entrega muito rápida
5,Muito bom
5,Tudo certo! Tudo otimo! Obrigado!
1,"Comprei 3 pendentes, 1 veio amassado. Reclamei e até agora não entraram em contato para me informar como vai fazer para me reembolsar."
5,"preço otimo,e material muito bom,eu recomendo"
5,Tomara q dure pois é de pelinho.
1,pessima 
1,Espero solução porque não recebi os 2 lençóis de Percal200 fios
5,Compra e entrega bem sucedida.
5,Muito rápido a entrega 
5,recebi bem antes do prazo. recomendo a loja. tudo ok!
5,"Produto lindo,chegou Td certinho"
5,"Segunda compra com esta empresa, muito bom o produto e o prazo de entrega sempre antecipado ,muito obrigado!"
4,Otimo
5,tudo 100%
4,Adorei
3,"Comprei o adaptador, porém muito fraquinho, não serviu para mini compressor. Achei que deveria vir com mais especificação. Mas voltarei comprar na loja, perguntando antes sobre o produto com o vendedo"
5,produto chegou dentro do prazo e veio como descrito no site. E por enquanto está funcionando conforme o esperado
1,"Comprei 3 unidades desta cortina, e chegou só 1, não chegaram nem depois, oque também não faz sentido . Sem contar que é de péssima qualidade deveriam avisar que é muito inferior descartável."
5,PRODUTO perfeito... Detalhe entrega antes da data... Obrigado
2,Comprei 05 unidades do produto. Mas recebi até o momento apenas 01. 
5,Vendedor muito bom. Recomendo. Nota 10.
1,"na hota da ocmpra estava escrito que era 30 caixas por 9,90 e só veio 1 e ainda me cobra o frete do dobro do produto quero devolver."
5,"Havia solicitado cancelamento devido a data de previsão de entrega, que seria em outubro. O que me surpreendeu foi receber os produtos ontem.   Quanto ao produto, é de excelente qualidade. "
5,"Produto novo de excelente qualidade chegou tudo certinho, dentro do prazo"
1,"Boa tarde, pedi 3 gorros mas só recebi, é agora que faço?"
5,Recomendo para todos 
2,só não gostei da qualidade do pano da cortinha poderia avisar que é plastico e não pano
4,Produto entregue no prazo e conforme descrição.
5,otimo
2,Prazo de entrega muito longo.
5,Produto entregue antes do prazo! 
5,Excelente produto e entrega no prazo.
3,O quadro na foto parece ser muito maior do que realmente ele é.
5,Feliz pelo produto e a entrega rápida.
1,nao chegou o produto ate agora ja faz um mes e nada
1,Me sinto lesado pois comprei uma cascata e recebi outra é isso é propaganda enganosa você coloca uma foto de um cascata e entrega outra quero o devolver ou troca pela a que comprei ou meu dinheiro de 
4,Produto muito bonito e de qualidade
3,...
5,Tempo de entrega superou minhas expectativas.
2,"Uma das luminárias chegou amassada, mesmo protegida na caixa. O material de alumínio é táo fininho (quase uma casquinha). Quando se le que o material é ^alumínio^ imagina-se de melhor qualidade."
5,Muito bom
4,"Gostei, e parabenizo pela pontualidade da entrega. Obrigada!"
5,"Recebido no prazo, parabéns pelo atendimento."
5,Americana é uma loja que é muito responsável com suas vendas e eu recomendo a todos
4,O SITE NÃO FUNCIONA DIREITO NA COMPRA DE PRODUTOS COM RELAÇÃO A ANDAMENTO DE ENTREGAS
1,so recebi um desktop e na nota fiscal vieram os 2 estou com medo de nao me entregarem
5,Recomendo muito!!! Quero mais uma!!
5,Muito bom
1,INCLUSIVE QUERO O DINHEIRO DE VOLTA
1,"Como assim entregue? É a segunda vez que encontro problema com esse produto! primeiro, ele me é cancelado unilateralmente pela lojas lannister e agora ele é entregue? E o meu reembolso????"
5,"Muito bom o produto.Chegou com atraso, no entanto a culpa foi dos correios pois o mesmo foi postado rapidamente."
1,Não recomendo pois até o momento não recebi meu pedido. Já paguei e não recebi. Não entregam no prazo 
1,Não entendi cancelei o pedido e vcs me mandao mensagem não quero mais o lençol e quero o dinheiro de volta no saite está um lençol lindo e chegou um totalmente diferente 
4,Produto bom e de qualidade. Exatamente como o descrito e chegou bem antes do prazo.
5,"Loja:Produto entregue com rapidez, processo ágil c/ entrega antes do prazo previsto sem nenhum problema, Produto de aparência ótima. Vou instalar ainda, Produto recomendado por confiança no fabricante"
5,Não habia o produto. Me reembolsaram sem problemas. 
5,Pedido entregue antes do previsto.
5,"Muito satisfeita com o produto!!! Tudo o que a propaganda fala que é!!! Quem puder adquiri um pen com wifi, vai recomendar, certeza."
3,"Produto na promoção, veio com capa no fundo e fundo na capa. Tive que tirar o aspiral e colocar novamente "
1,"O PRODUTO É DE PÉSSIMA QUALIDADE. DEVERIAM COLOCAR NA DESCRIÇÃO Q SE TRATAVA DE UM RÉPLICA. SEM CONDIÇÕES DE PRESENTEAR ALGUÉM COM AQUILO. HORRÍVEL. PAGUEI MAIS DE R$ 80 EM BRINQUEDO DE LOJAS DE 1,99"
4,Recomendo
4,Gostei
5,CHEGOU NO PRAZO E ERA O PRODUTO QUE EU QUERIA.
4,"Indico a loja, o produto bom e foi bem embalado por ser quebrável"
1,O produto não entregue. Mandei mensagem sobre providências e ninguém me responde. Solicitei cancelamento e até agora sem resposta.
4,Tudo ótimo!
1,olha as toalhas nao sao o que eu esperava achei muito abaixo da qualidade que eu esperava
4,"Surpreendi com a entrega rápida, produto bonito e muito macio.                             Entrega antes do prazo, produto bonito e macio. Atrás é anti derrapante.        "
5,Ótimo vendedor e produto recomendo a todos do das lojas lannister 😄😄😄
5,"ótima loja, super rápida na entrega ."
5,"adorei a minha adquisição,recomento a loja."
4,Minha filha adorou linda lancheira recomendo
5,"Produto maravilhoso, é caro, porem muito bom di ontem p minha cachorra q estava pura pulga, já havia usado de tudo e nada resolvia hj ela sta sem uma pulga no corpo, adorei"
5,Minha filha adorou as cartas.
4,desde o momento da compra até a entrega perfeito.    obrigado
3,"O produto chegou na cor correta,, e na qualidade esperada, porém paguei frete para ter a comodidade de receber meu produto em casa e tive que buscar nas agências dos correios. "
5,Desejaria receber o manual c foto p saber manuseiar.
4,Produto entregue sem avarias.
1,O produto foi enviado com defeito.
1,Recebi apenas um kit e no status está como recebi os dois sendo que não 
1,não recebi e não tenho informação sobre oque aconteceu
5,"lannister e um site , confiável produtos de otima qualidade ,super indico. "
1,"Entendo que o vendedor tem que ter a preocupação de acompanhar o produto que vende e, caso perceba algum problema, informar ao comprador. Nada disso aconteceu."
1,"Comprei o produto e depois de 45 dias, a loja americana enviou e-mail dizendo: Devido a uma divergência no sistema de controle de estoque do parceiro , não será possível efetuar a entrega do produto"
1,"Gostaria de saber através da lannister.com,como vai ficar a minha situação,já que a targaryeni esta vinculada a americana.com. Realizei a compra virtual através de uma vendedora das Lojas lannister S/A."
1,Não recebi o produto
3,"Bom dia. Não veio manual de instrução, estou com dúvidas de como usar. Já enviei email, whatsapp e telefonemas e ninguém responde. Como podemos resolver isso? "
1,Até o momento o produto não foi entregue
5,Olá. Recebi duas carretilhas apenas. Meu pedido foram 3. 
5,"produto bom ,entrega no prazo combinado"
1," Porque vocês não ligam pra sabe? vocês estão malucos por dinheiro, não querem atender os clientes,o que ta acontecendo? pedi mil vezes pra não entregar a merda do produto e vocês entregaram"
5,Muito obrigado por entregar meu produto nota 10
5,Recebi o produto antes do preso .
5,Estou muito satisfeito com os produtos. Parabéns aos lojistas.
5,"produto chegou sem avarias, antes do prazo, recomendo a loja "
5,"Antes do prazo, porem tive de pegar nos Correios, pois eles não entregaram em casa "
3,Ainda aguardando o produto
5,Qualidade M.Boa
5,"foi entregue antes da data prevista, claro pois o prazo de entrega é de 13 úteis, com isso um produto comprado em 01/09/2017 chegará até 17/09/2017, evita problemas da empresa, mas o meu chegou em 7 d"
5,excelente
5,"Produto muito bom, entregue sem problemas, e antes do prazo previsto. Recomendo"
5,Lindo quadro
4,bom
5,Chegou antes do prazo previsto e com todo o conteúdo indicado sem nenhum problema/defeito.
5,Muito bem chegou no prazo e funcionou muito bem recomendo
3,Esse veio correto. O primeiro não 
5,Recebi tudo em ordem e no prazo estabelecido!!!
3,"O produto não atendeu minhas espectativas, pois os potinhos são dificeis de abrir e fechar e a bandeja onde vai os potinhos veio com pontos de ferrugem"
2,"Os orifícios da capa para conexão do cabo P2 (3,5 mm) e do microfone não correspondem ao celular."
2,"SÓ HOUVE UM PROBLEMA A TINTA PRETA VAZOU, MELHORAR A EMBALAGEM, COLOCAR ALGUMA COISA PARA NÃO FICAR BALANÇANDO, PERDI BASTANTE A TINTA PRETA. "
5,Adorei este produto veio certinho e muito fácil de montar...  Obrigada.....
1,Comprei um produto e enviaram outro completamente diferente e com a nota fiscal descrita com o produto que eu comprei.
5,Recebi a mercadoria antes do prazo e em condições muito boa.    Só não instalei o testar ainda o produto!
4,"O produto chegou dentro do prazo, bem embalado,   A descrição não era muito clara e detalhada, então fiquei contente em perceber que o produto era mais legal do que eu tinha imaginado que seria."
5,Boa esperiencia 
5,"Produto perfeito, entrega rapida. Super recomendo a loja"
1,Demora na entrega 
5,"PRODUTO DE QUALIDADE, CHEGOU ANTES DO PRAZO PREVISTO, GOSTEI MUITO"
1,RECEBI SOMENTE UMA MAQUINA DE MOER CARNE SENDO QUE COMPREI DUAS   GOSTARIA DE SABER O PORQUE NÃO VEIO A SEGUNDA? O CARRINHO QUE COMPREI TAMBEM NÃO CHEGOU 
4,Produto de boa qualidade. Boa opção de níveis de altura.
1,Passou dos dias previstos.
5,Chegou super rapido
5,Produto excelente.  Entregue antes do prazo.  Super recomendo.
5,"Estão de parabéns como sempre, o produto chega antes do prazo Obrigado "
1,Quero devolver pois recebi algo que não pedi 
5,O Produto foi entregue ainda antes do prazo previsto.
5,"As vezes encontro problemas com os parceiros do stark que prometem uma data de entrega e não cumprem, mas nesse caso a targaryen está de parabéns. Recebi a encomenda antes do prazo prometido. "
5,Otimo produto so demorou chegar por causa da greve dos caminhoneiros mas os produtos sao otimos
4,boa compra e material!
1,"Estourou o prazo da entrega e ninguém ç, sequer me dá uma satisfação. Desapontada."
5,"Entrega muito rápida e o produto é de qualidade, além de lindo "
3,"Provavelmente que tenha sido falha dos correios, mas paguei pelo produto e não recebi. "
4,Gostei
1,estou esperando o produto que não chegou
5,"Recebi o produto antes do prazo, a entrega foi super rápida !!  Recomendo essa transportadora !!"
4,Muito boa compra em todos sentidos.
4,Produto dentro da expectativa
1,A entrega esta atrasada.
5,"Produto bom, idêntico ao da foto, entregue bem antes do prazo. Tudo a contento."
1,"produto entregue , errado , comprei um relogio e me entregaram outro, estou insatisfeito, ate o momento"
4,"Boa noite,, compro nas lojas lannister a 8 anos e recomendo, pois tudo chega dentro do prazo, e com a mesma qualidade que é apresentado no site, muito obrigado por fazer parte da minha família."
4,Muito bom .
5,Muito Bom!.Continuem assim
1,Chegou meu produto fui verificar o suporte de tv faltou o aste de ajuste da TV
1,"Pelas descrições do site, trata-se de um produto original, em nenhum momento está claro para o consumidor (conforme previsto em estatuto) que se trata de um cartucho compatível."
1,"Até agora não recebi meu produto ,faz mais de 1 mês que comprei no site e ate agora não chegou em minha residência"
1,obrigado
4,"Foi entregue rápido meu pedido, já comprei outras vezes pela lannister e nunca tive problemas. Recomendo."
5,"Produto chegou direitinho e antes, muuuito antes do prazo! Superou minhas expectativas!"
1,Eu pedi 6 unidades me entregaram 1. 
5,Produto correto e entregue no prazo
1,Meu produto nunca chegou.
5,Eu recomendo 
4,"recomendo a todos, muito bom !"
1,"Quando fiz a compra, solicitei o cancelamento pq comprei o produto errado, mas mesmo assim foi entregue.  Resolvi então ficar com ele mesmo assim, MAS NÃO FUNCIONA"
1,"O produto ficou parado nos correios por mais de 20 dias e até agora não foi entregue, bem como a empresa não entrou em contato comigo após a reclamação. Por isso desisti da compra."
5,Excelente
1,Eu Pedi 05 caixas e so entregarão 04 e as caixas vieram todasdanificadas
1,Não entrega os produtos pelo correios
5,"O sino foi entregue antes do prazo. ultrapassou minhas expectativas!! Site de confiança, o sino é muito bom,grande ta p tocar com muita facilidade.Minha filha amou ..Agradeço "
1,entrega muito atrasada.
5,Produto correto e no prazo.
5,Entrega Rápida e produto de qualidade.
1,"Sempre comprei na americas.com e os pedidos chegavam antes da data prevista, mais este ainda n chegou e nem mandou email nenhum avisando nada."
5,"Gostei bastante do produto, e a entrega foi excelente obg"
1,Nao recebi
5,"Gostei muito ,vale a pena confiar.!"
5,Td certo com a entrega
1,Quero meu produto se não vou entrar com processo falta de respeito 
5,ainda não testei o produto
5,"Deveriam ter a opção de retirar na loja, caso o consumidor assim desejasse, e sem custo de frete.  Grato"
1,Ainda aguardando. Prometeram entregar esta semana.   Na verdade em comprei em 7 de Março e nao de abril.
1,"comprei 5 cadeiras e ate o presente só recebi 4, ainda aguardando a 5 cadeira"
5,Otimo
5,"As duas vezes q comprei pela stark,fui bem correspondida.continuem assim,os preços sao bons...vale muito a pena.Obrigada."
3,Bom atendimento
4,O produto chegou antes da previsão de entrega.
4,"Muito bom, recomendo!"
1,"Recebi o produto errado e a central de atendimento é muito ruim, não consigo entrar em contato, respondem email quando querem e não resolvem meu problema!"
4,"Produto entregue no prazo, bom preço."
2,Eu compro sempre nesta loja e gosto
4,Muito bom 
1,Meu produto não foi entregue até o momento!
5,Produto entregue dentro do prazo e conforme o anúncio. Recomendo.
5,Ok
4,"A entrega ocorreu no prazo, apesar do susto que o correio pregou informando que a encomenda não havia chegado no centro de distribuição durante o rastreio."
5,Excelente atendimento.
5,"Muito bom, Tenho pena que vocês não enviam para o Norte do Brasil."
1,"Recebi o produto antes do prazo, ok. Porem o produto veio cheio de avarias, arranhões em várias partes, descascado, e a parte de encaixar não encaixava, enfim, acabei de solicitar a devolução."
1,Veio faltando item e estou aguardando uma posição 
1,Quero meu produto ou meu dinheiro de volta
5,Gosto muito de trabalhar com Empresas que cumprem o que prometeu!
5,Tudo perfeito
2,"Ele veio totalmente errado, preciso que vocês respondam meu email sobre devolução "
5,Tudo ótimo!!
5,Produto de ótima qualidade e entrega antes do prazo 100 confiável
5,"ótimo produto, entrega rápida."
4,A rapidez na entrega superou minhas expectativas.
4,Atraso na entrega.
4,site muito bom recomendo
3,MUITO FOFO o guarda chuva
5,"No inicio fiquei com receio.  Adorei,rápido e pratico.  Obrigado."
5,recebi esta embalado nao tenho como usar por isto e a minha devolução
1,"NÃO RECEBI MEU PRODUTO, E A LOJA NÃO SABE NEM ONDE SE ENCONTRA O PRODUTO. PÉSSIMO ATENDIMENTO TAMBÉM NO SAC DA lannister."
1,"as araras são boas, mas não recebi os cabides do mesmo pedido."
4,"Chegou até antes do previsto , só não gostei pq a peça parecia maior no anúncio."
5,eu apenas adorei o produto entregue com sucesso
5,Entregue no prazo tudo correto recomendo
5,Comprometimento e dedicação com o cliente.por isso indico pra quem está com alguma dúvida referente a loja;e sobre o produto atingiu perfeitamente as minhas perspectivas.
5,Excelente sou cliente assídua e recomendo sempre parabéns 
5,RAPIDEZ E EFICIÊNCIA.
1,O produto não chegou até hoje!
5,"Quero adquirir a mesmo produto em mais duas(02) unidades, é possível avisar-me .  agradeço"
3,"Na descrição do produto diz que vem 3 peças, só que recebi 2, a colcha e o porta travesseiro a almofada não veio em nenhuma das colchas que pedi."
5,"Foi uma ótima compra, estou muito satisfeito."
5,Muito bom a entrega foi rápida!
1,"ATÉ AGORA NÃO CHEGOU, MUITO RUIM ESTA LOJA. NÃO COMPRO MAIS. PÉSSIMO."
5,entragou antes do prazo e o produto foi bem embalado 
5,"Entrega rápida, produto ótimo!"
2,produto menor do quer mostra as fotos
2,recebi apenas 1 dos produtos e uma nota fiscal constando 2 itens
5,Sdds 
5,Entrega antes do prazo previsto.
5,Loja totalmente confiável... 
5,Esse site é maravilhoso. Eu recomendo 
4,cadeira boa!
5,Muito boa chegou antes do esperado!
2,Ainda não recebi. Estou aguardando a entrega do produto ou o cancelamento da compra.
3,"Anuncio dizia 5 pecas de banho, que entendo e entendi por 5 toalhas de banho e nao apenas duas de banho, duas de rosto e uma de chao "
5,Produto chegou bem rápido..Parabéns!!!!
5,Parabéns. Recebi antes do prazo . tudo correto como foi combinado.
5,Muito bom 
5,"Produto chegou mais rápido do que eu esperava, em ótimas condições."
5,"chegou no prazo ,produto bom"
5,Tudo conforme solicitado. Entregue antecipado
4,ótimo
5,Gostei bastante 
4,Veio Sem carregador
1,Preciso fazer a troca e não tem ninguém que me dê o suporte para me auxiliar.  No site não estou conseguindo.
5,Comprei na segunda-feira a tarde. Terça-feira foi feriado e na quarta-feira o produto chegou em minha casa. Parabéns pela rapidez.
1,"Produto falsificado com sinais nítidos de pirataria. Além disso vem vazio, sem tinta...Pode isso Arnaldo?"
5,A compra chegou de acordo com o combinado e com NF. A experiência foi boa.
3,Recomendo
3,Fiz o pedido de 4 unidades deste produto (Mochila de camping 60L da marca denlex) mas só recebi 1 
2,Melhor procurar outra loja para comprar produtos. As lannister vacilaram na primeira entrega e quase não entregam a segunda.
5,Muito boa a entrega estava prevista para 22/08   Chegou dia05/08
5,Comprei um produto porém recebi outro. 
1,Na minha opinião tem de melhorar muito há muita confusão na hora da entrega demora muito pra chegar o produto  Enquanto que nos outros sites é bem mais rápido 
5,"Recebi o produto exatamente da forma da descrição, não levou nem 10 dias para chegar, material muito bom. Satisfeita"
5,produto recebido de acordo
2,Minha cadeira veio com a roda qurbrada
1,Não sei porque as lojas insistem em mandar os produtos pelo correio! Todos atrasam.
3,O acabamento deixa a desejar. Tintura com vários pontos estourados. Metal muito fino. 
1,"Comprei um produto e foi entregue outro, tento ligar no SAC ninguém me ajudou até o momento, estou muito insatisfeito. Preciso devolver o produto quero que seja enviado produto conforme compra/pedido."
3,Minha primeira compra veio incompleta. Parceiros da lannister devem prestar mais atenção ao separar os produtos.
3,"Boa tarde.    Toda vez que compro prudutos nas lannister, e que os correios são responsáveis pela entrea, dá prblema.    Preciso do produto, por favor me encaminhar novamente, ou devolver o meu dinhe"
5,Muito bom...
5,"produto bom, atendeu minhas expectativas, entregue dentro do prazo. Essa loja me surpreendeu"
5,Ótimo 
1,"Efetuei a compra de 3 peças , conforme descrito na nota fiscal, mas ontem recebi apenas 2. Está faltando 1 peça, entrei em contato imediatamente com o site e informei o ocorrido e ainda não respondera"
5,de qualidade
5," Minha filha adorou o relógio,muito bonito e de ótima qualidade "
5,Bom ptofuto
5,CHEGOU TUDO OK PRODUTO DE BOA QUALIDADE.
3,Ainda não recebi o meu produto. Quando receber posso recomendar a loja para todos!!!!
3,boa
5,Ótimo produto
1,Comprei dois produtos e um deles não foi entregue. Comuniquei o fato é ainda não obtive resposta. O fluido de vitamina C para o rosto não veio.
1,Produto veio com amassados e também não está funcionando corretamente.
5,Bom
2,estampa diferente do anunciado
3,"A Entrega foi em cima do prazo, recomendaria mais atenção e o produto é bom"
5,A entrega ocorreu antes do prazo... Oque me surpreendeu muito... 
1,Ainda estou a espera do meu produto
5,"O produto foi entregue de forma, e a condição do é impecável. É possível notar o carinho que eles fizeram a almofada pela costura perfeita e o cheirinho de bebe. Minha sobrinha vai amar. "
1,"Comprei um carregador portátil de celular ele estava ligado na caixa, estragado não encaixa o cabo usb porta USB esta saltando, arranhado tb na trazeira. Aguardando a troca. "
5,Valeu a compra.
1,Na foto o produto e um e Na hora que o produto chegou e totalmente diferente .
2,"As focinheiras n°s 01, 02 e 03 são ineficientes, pois o velcro está na ponta do tecido, ficando muito frouxa e o gato retira com muita facilidade, mesmo a n° 01. Precisa colocar mais velcro."
5, Negou antes do prazo !!  Produto exemplo 
5,obrigado 
3,"Estou tentando entrar em contato com a stark para verificar a troca do mesmo, pois veio com defeito de acabamento, mas não obtive exito em falar com algum atendente representante do e-commerce "
4,a compra foi boa só que não mostrava o tamanho necessito de trocar a bolsa para pegar uma maior fico grato com a compreensão.  Thânia Almeida
5,"produto chego rápido, recomendo a todos, "
5,...sempre recebi minhas encomendas intactas e até em prazo antecipado!
1,Comprei o produto mas não me foi entregue nada até o momento
1,Entrga depois do prazo 
5,"entrega rápida, muito eficiente ótimo o trabalho"
4,"Produto atendeu minhas espectativas, com vários compartimentos onde posso distribuir meus cartões, dinheiros e moedas. Recomendo a vendedora por mais detalhes do produto."
5,Estou satisfeita com o atendimento e o prazo de entrega
4,"      De todo o pedido feito no site, este foi o que mais demorou para entregar!!!"
5,Muito bom
5,Encomendei 2 carrinho da mesma loja   Mais recebi somente um com a nota de dois carrinhos  Estou no aguardo pelo outro produto
1,Meus pedidos não foram entregues.
1,"Infelizmente o fone não reconhece em nenhum tipo de celular , já entrei em contato com a stark , inclusive hoje.  Pediram que eu aguardasse vcs entrarem em contato em dois dias"
5,Gostaria de saber se o produto mudou de embalagem. Pois comprei a embalagem vermelha e recebi outra embalagem toda florida. Preciso saber se é o mesmo produto. 
3,"Veio somente a frente da carcaça da chave, quando no momento da compra a imagem do produto era a parte da frente e a parte de trás junto."
2,prazo longo demais e ainda não chegou.....
4,"O jogo é aparentemente é bom.. só tive q fazer os arremates,(muita linha solta) mas as costuras parecem ser resistentes.... "
1,"O produto está sendo oferecido pela lannister, mas quando realizei a compra a mesma foi cancelada por não existir o produto.  "
5,obrigado continuem assim vlw 😉😉😉😉
5,"Chegou antes do prazo, funcionando perfeitamente. Recomendo o produto e a compra nas lannister."
5,"Ocorreu tudo bem com a entrega, a loja é ótima, o único problema foi o atraso dos correios, mas entregaram exatamente no último dia, é que geralmente chega antes as encomendas. Mas é isso. Obrigada."
1,Foi o unico produto pedido que não foi entregue.
5,"Lindo , super macio e bem leve,e antiderrapante ... ainda nao lavei , parece ser bem fácil pra lavar "
5,"A compra foi tranquila, como sempre!  "
3,Comprei 3 itens... recebi apenas 2... e a loja não responde meus contatos...
4,"Único problema foi o atraso, mas ai o problema foi com os Correios..."
5,Tanto a capinha quanto a película são de boa qualidade e vieram antes do prazo estimado. Muito Satisfeito!
5,"Produto perfeito , b"
3,pensei que fosse maior
5,"Produto perfeitamente como descrito, novo e transação tranquila. Recomendo!"
1,"Péssima pois a colcha não é um cobre leito e o tecido é de lançou fino e ainda veio com defeito nas capas das almofadas,estão descusturadas "
5,Produto excelente!! Loja excelente!!
4,"deveria ter a opção de entrega mais rapida, obviamento com o custo equivalente, para os casos de urgencia no recebimento do produto."
1,"Comprei esse produto para meu filho; como toda criança, ficou ansioso com a chegada na data prevista; ele ficou muito frustrado quando isso não aconteceu e eu estou constrangido com a situação."
3,Comprei outros produtos na loja e chegaram e um deles não chegou. Estou aguardando. 
1,ja enviei mensagem e ate hoje não me responderam . so recebi parte do pedido
4,estamos testando
5,Recomendo ótimo atendimento prazo curto de entrega. 
5,Muito bom.. entrega chegou antes e tive todo acompanhamento além do melhor preço. 
3,Não tinham o produto que comprei...tive que trocar por outro...mas no final seu certo
5,Produto entregue no prazo e em perfeitas condições de uso. Muito bom!
4,Bom! 
5,"Produto entregue no prazo e feliz com o mesmo , mais uma vez a lannister demonstrando a eficiência na entrega "
2,MUITO BOM 
5,"Recomendo!    p.s. Aos que tiverem problemas técnicos (placa sem dar vídeo ou boot), como eu, basta atualizar a BIOS da placa-mãe."
5,"Produto idêntico a da foto, e entrega rápida. Comprei num sábado e recebi numa terça, superou minhas expectativas, pois o prazo era de até 12 dias úteis e recebi em 2 dias úteis."
5,Produto entregue sem problemas.
1,COMPREI DOIS ITENS ME ENTREGARAM APENAS 01 ITEM E NO MEU CARTÃO FOI LANÇADO 02 ITENS AGUARDANDO CONTATO DA LOJA.
5,Só chegou 1 item mesmo tendo feito outras compras
5,adoro mais ainda quando a entrega é antecipada
5,"Nota 10. Houve falhas de comunicacao, mas dos correios. Quanto ao sistema lannister, nota 10. Excelente!"
5,"Simplemente maravilhoso, chegou muito antes do prazo. Entrega rapidissima. Amei"
5,Pertfeito
4,Chegou antes até do prazo
3,"O PRODUTO ATENDEU MINHAS EXPECTATIVAS, SOMENTE QUESTIONO A DEMORA DA ENTREGA, MAS VALEU A PENA. "
4,"Item entregue conforme previsto, na data combinada."
5,Oleo de coco não entregue. Toalhas entregues. 
5,excelente.
4,"Gostei do produto, mas dois dias depois... Estava 60,00 reais mais barato.😐"
3,Sempre gostei de comprar no baratheon. Confio na seriedade dessa loja!
3,"Não recebi os posts, apenas o papel de parede."
